软件工程师,job_id,job_count,job_name,tier2
882,260,324,公路/桥梁/港口/隧道工程,
883,1011,324,核保理赔,
884,341,324,化学实验室技术员/研究员,
885,1108,323,清洁工,
886,749,323,店面/陈列/展览设计,
887,824,322,房地产投资分析,
888,1040,322,汽车其他,
889,536,322,大学教师,
890,1527,321,行程管理/计调,
891,430,320,员工关系/企业文化/工会,
892,904,320,收银主管,
893,1593,320,调酒师/茶艺师/咖啡师,
894,822,320,房地产店长/经理,
895,660,318,工程总监,
896,1734,317,银行客户经理,
897,63,317,个人业务,
898,1146,317,物业招商管理,
899,1162,316,物料管理,
900,1323,316,移动通信工程师,
901,316,314,前台主管,
902,622,314,家政保洁其他,
903,400,313,厂长/副厂长,
904,347,313,化工研发工程师,
905,1169,312,物流仓储其他,
906,768,312,开发报建,
907,34,311,IT项目执行/协调人员,
908,1188,311,环境/健康/安全工程师,
909,781,310,微信推广,
910,518,308,外卖快递,
911,1159,307,物业设施管理人员,
912,23,307,IT|互联网|通信,
913,372,307,医疗管理,
914,472,307,园林景观设计师,
915,253,305,公关经理,
916,1572,304,设计管理人员,
917,533,303,大堂经理,
918,324,303,加油站工作员,
919,705,303,市场运营,
920,231,302,健身/美体/舞蹈教练,
921,397,302,印刷机械机长,
922,350,301,化验/检验科医师,
923,80,300,丽人健身,
924,845,299,打样/制版,
925,1483,298,艺人经纪人,
926,595,297,客户服务/续期管理,
927,1784,297,韩语/朝鲜语翻译,
928,1654,297,软装设计师,
929,1101,297,淘宝/微信运营专员/主管,
930,1088,296,洗衣工,
931,969,296,服装/纺织/皮革工艺师,
932,769,295,录入/校对,
933,559,295,媒介策划/管理,
934,1292,295,监控维护,
935,1599,294,财务其他,
936,1819,293,食品/饮料研发/检验,
937,1761,293,锅炉工,
938,1052,293,汽车检验/检测,
939,840,292,房地产项目配套工程师,
940,1331,290,空调工,
941,910,290,政府事务管理,
942,14,289,ERP技术开发,
943,1567,288,记者/采编,
944,267,286,其它,
945,947,286,旅游产品/线路策划,
946,322,286,办事处/分公司/分支机构经理,
947,957,285,日式厨师,
948,1639,285,车工,
949,39,284,SEO优化,
950,1396,283,网店推广,
951,420,283,合同管理,
952,1275,282,电气设计,
953,1194,282,环境监测工程师,
954,1015,281,楼层经理,
955,1076,280,法务助理,
956,618,280,家具设计,
957,1141,279,焊接工程师/技师,
958,511,279,培训策划,
959,1451,279,美术指导,
960,730,278,广告客户主管/专员,
961,887,278,招投标管理,
962,657,278,工程/设备主管,
963,491,277,在线销售,
964,15,276,FAE 现场应用工程师,
965,1522,275,行政主厨/厨师长,
966,242,275,党工团干事,
967,1226,275,生产跟单,
968,1516,274,融资经理/主管,
969,1498,274,药品注册,
970,1021,274,模特,
971,632,273,导游,
972,810,273,房产客服,
973,243,272,公交/地铁乘务,
974,1235,271,用户体验（UE/UX）设计,
975,1501,269,药库主任/药剂师,
976,338,268,化学分析,
977,7,267,CNC工程师,
978,1352,266,纸样师/车板工,
979,1511,264,薪酬福利专员/助理,
980,1536,264,装配工程师/技师,
981,825,262,房地产投资管理,
982,172,260,供应商/采购质量管理,
983,1120,260,游戏界面设计,
984,767,260,建筑项目助理,
985,861,259,投诉专员,
986,875,259,报关与报检,
987,111,259,产权/专利顾问,
988,1697,259,采购总监,
989,451,259,品类经理,
990,186,258,保健医生,
991,1313,258,硬装设计师,
992,561,258,媒介经理/主管,
993,1105,258,淘宝运营专员,
994,313,258,前厅部经理,
995,192,257,保安经理,
996,137,257,仪器/仪表/计量工程师,
997,895,257,排版设计,
998,884,256,招商主管,
999,134,256,代驾司机,
1000,1219,256,生产物料管理（PMC）,
1001,1303,256,石油/天然气技术人员,
1002,1267,255,电子软件开发(ARM/MCU...),
1003,13,252,ERP技术/开发应用,
1004,334,252,化妆品研发,
1005,1581,252,证券总监/部门经理,
1006,1350,252,系统管理员/网络管理员,
1007,876,251,报关员,
1008,1378,250,综合业务专员/助理,
1009,1629,249,资产/资金管理,
1010,1332,249,空调工/电梯工/锅炉工,
1011,485,248,图书管理员,
1012,1591,248,调酒师,
1013,1633,246,资金专员,
1014,1415,246,网络信息安全工程师,
1015,408,246,叉车/铲车工,
1016,358,246,医学化验/检验,
1017,548,245,奢侈品销售,
1018,809,244,房产内勤,
1019,1143,244,版图设计工程师,
1020,1191,244,环境/健康/安全经理/主管（EHS）,
1021,201,243,保险其他职位,
1022,169,243,体育运动教练,
1023,11,242,EHS管理,
1024,1198,242,环境评价工程师,
1025,368,241,医疗器械维修人员,
1026,637,236,射频工程师,
1027,603,235,客房服务员/楼面服务员,
1028,1307,235,研发工程师,
1029,1377,234,综合业务专员,
1030,1710,234,金融服务经理,
1031,1327,233,税务经理/主管,
1032,1515,232,融资总监,
1033,1344,232,系统分析员,
1034,1170,232,物流总监,
1035,92,231,交通其他,
1036,633,231,导游/旅行顾问,
1037,479,230,国内贸易人员,
1038,106,229,产品管理,
1039,492,229,地产店长/经理,
1040,326,228,动物育种/养殖,
1041,505,228,培训产品开发,
1042,924,228,数据库管理员,
1043,175,227,供应链主管/专员,
1044,1690,227,酒店店长,
1045,956,226,无线通信工程师,
1046,565,226,学术推广,
1047,1379,226,综合业务经理/主管,
1048,1702,225,采购经理/总监,
1049,1793,225,项目主管,
1050,1529,224,裁剪工,
1051,551,224,娱乐服务员,
1052,950,223,旅游计划调度,
1053,973,223,服装/纺织其他,
1054,30,223,IT计算机,
1055,47,222,万能工,
1056,207,222,保险客服,
1057,1514,221,融资专员/助理,
1058,646,221,嵌入式硬件开发(主板机…),
1059,1225,220,生产设备管理,
1060,1179,218,猎头顾问,
1061,1509,218,薪资福利经理/主管,
1062,72,218,临床数据分析员,
1063,718,218,广告/会展业务拓展,
1064,827,217,房地产资产管理,
1065,1496,217,药品市场推广经理,
1066,257,217,公司业务,
1067,1249,217,电子/电器工艺/制程工程师,
1068,437,216,咨询总监,
1069,1328,216,税务经理/税务主管,
1070,1548,216,视觉设计师,
1071,1589,214,调研员,
1072,926,213,数据通信工程师,
1073,790,213,总工程师/副总工程师,
1074,1776,213,零配件销售,
1075,266,212,其他语种翻译,
1076,28,212,IT技术文员/助理,
1077,42,212,UI设计,
1078,1841,212,驾校教练/陪练,
1079,441,210,咨询项目管理,
1080,249,209,公关专员,
1081,447,209,品牌策划,
1082,1387,209,编辑出版,
1083,484,208,国际贸易主管/专员,
1084,1069,207,汽车项目管理,
1085,1239,206,电信网络工程师,
1086,77,204,主持人/司仪,
1087,1768,204,陈列员,
1088,1404,204,网站策划,
1089,899,203,搓澡工,
1090,634,202,导游/票务,
1091,1072,202,法务专员,
1092,1321,202,科研管理人员,
1093,1030,199,水工/木工/油漆工,
1094,230,199,停车管理员,
1095,1355,198,纺织工,
1096,263,198,其他房产职位,
1097,605,198,客房部经理,
1098,375,197,医药化学分析,
1099,1063,197,汽车钣金,
1100,167,195,体育教师,
1101,1545,194,西餐厨师,
1102,954,194,无线/射频通信工程师,
1103,627,193,家电维修,
1104,1475,192,船舶乘务,
1105,806,192,成本经理/主管,
1106,1003,192,林业技术人员,
1107,1592,191,调酒师/侍酒师/吧台员,
1108,481,190,国际货运,
1109,974,190,服装/纺织品/皮革质量管理,
1110,770,190,形象设计师,
1111,1376,190,维修经理/主管,
1112,1034,189,水运/空运/陆运操作,
1113,386,189,医药项目管理,
1114,1512,188,薪酬福利经理/主管,
1115,1687,187,酒店/宾馆销售,
1116,1185,187,环保技术,
1117,1084,187,注塑工程师/技师,
1118,712,186,平面设计总监,
1119,1788,186,音效师,
1120,967,185,有线传输工程师,
1121,1149,185,物业租赁/销售,
1122,1134,184,灯光师,
1123,142,184,企业培训师/讲师,
1124,1773,182,集装箱业务,
1125,946,181,施工队长,
1126,1349,180,系统管理员,
1127,1201,179,珠宝销售顾问,
1128,1662,179,运输经理/主管,
1129,978,179,服装/纺织设计总监,
1130,531,179,多媒体设计,
1131,1672,178,通信项目管理,
1132,1727,177,银行会计/柜员,
1133,495,177,地质勘查/选矿/采矿,
1134,1462,177,股票交易员,
1135,136,176,仪器/仪表/计量分析师,
1136,1555,176,计算机硬件维护工程师,
1137,351,175,化验员,
1138,1528,175,行长/副行长,
1139,1410,175,网站运营总监/经理,
1140,1495,174,药品市场推广主管/专员,
1141,1166,174,物流/仓储项目管理,
1142,1251,174,电子/电器维修/保养,
1143,1121,174,游戏界面设计师,
1144,367,174,医疗器械维修/保养,
1145,762,174,建筑工程验收,
1146,1027,173,水利/港口工程技术,
1147,1067,173,汽车零部件设计师,
1148,1678,172,道路桥梁技术,
1149,135,172,仪器/仪表/计量,
1150,470,172,团购经理/主管,
1151,252,172,公关总监,
1152,594,171,客户总监,
1153,474,171,园艺师,
1154,1045,171,汽车喷漆,
1155,208,171,保险核保,
1156,1562,170,订票员,
1157,1023,170,橱柜设计师,
1158,1781,169,面料辅料采购,
1159,1190,169,环境/健康/安全经理/主管,
1160,927,169,数控操作,
1161,452,167,品质经理,
1162,291,167,分公司经理,
1163,579,166,宠物护理/兽医,
1164,25,166,IT技术/研发经理/主管,
1165,560,166,媒介经理,
1166,49,164,专业培训师,
1167,1058,164,汽车装配工艺工程师,
1168,797,164,总编/副总编,
1169,1061,163,汽车质量管理,
1170,1288,163,畜牧师,
1171,1007,163,校对/录入,
1172,150,162,会务/会展专员,
1173,1699,162,采购材料、设备质量管理,
1174,1839,162,驻唱/歌手,
1175,750,162,废气处理工程师,
1176,1735,161,银行柜员,
1177,140,160,仿真应用工程师,
1178,153,160,会务专员/助理,
1179,1096,160,测试员,
1180,643,160,岩土工程,
1181,578,159,实验室负责人/工程师,
1182,610,158,客服总监,
1183,238,157,儿科医生,
1184,1394,157,网店店铺管理员,
1185,1229,156,生产项目经理/主管,
1186,562,156,媒介销售,
1187,719,156,广告/会展项目管理,
1188,1173,155,物流销售,
1189,309,154,制造工程师,
1190,1574,154,证券/投资客户代表,
1191,1723,153,铣工,
1192,1081,152,法语翻译,
1193,1474,152,船员/水手,
1194,1236,151,用户体验（UE/UX）设计师,
1195,1464,151,能源/矿产项目管理,
1196,1494,150,药品市场推广专员/助理,
1197,1176,150,特教(特殊教育),
1198,1304,149,石油天然气技术人员,
1199,362,149,医疗器械推广,
1200,1322,148,移动互联网开发,
1201,1286,148,电路工程师/技术员(模拟/数字),
1202,1197,147,环境绿化,
1203,771,147,彩妆培训师,
1204,1051,146,汽车机械工程师,
1205,1853,146,高级管理其他,
1206,1025,146,氩弧焊工,
1207,421,145,合规主管/专员,
1208,1820,144,食品制作工,
1209,1779,144,面料辅料开发,
1210,1403,144,网站架构设计师,
1211,949,143,旅游其他,
1212,258,143,公司业务客户经理,
1213,554,142,婚礼/庆典策划服务,
1214,262,142,其他培训,
1215,65,142,个人业务部门经理/主管,
1216,1335,141,策略发展总监,
1217,619,141,家居用品设计,
1218,229,141,值班经理,
1219,1174,140,特效设计,
1220,1234,140,生鲜食品加工/处理,
1221,1253,140,电子/电器设备工程师,
1222,248,140,公关/媒介助理,
1223,671,140,工艺/珠宝设计,
1224,1341,140,管道/暖通,
1225,171,140,作家/编剧/撰稿人,
1226,1193,139,环境影响评价工程师,
1227,1564,139,认证工程师,
1228,1397,139,网店模特,
1229,706,139,市场通路专员,
1230,259,139,公司业务部门经理/主管,
1231,1577,138,证券/投资项目管理,
1232,475,137,固体污水废气处理,
1233,906,137,放射科医师,
1234,1738,137,铸造/锻造工程师/技师,
1235,604,137,客房管理,
1236,1729,136,银行大堂经理,
1237,24,136,IT技术/研发总监,
1238,1733,135,银行客户服务,
1239,223,135,信托服务,
1240,88,133,互联网其他,
1241,1630,133,资产评估,
1242,1643,133,车身设计工程师,
1243,109,132,产品规划工程师,
1244,1731,132,银行客户代表,
1245,575,131,安防系统工程师,
1246,299,130,列车乘务,
1247,1195,130,环境管理/保护,
1248,1228,130,生产项目工程师,
1249,1446,129,美容整形科医生,
1250,703,128,市场调研,
1251,1469,128,舞蹈演员,
1252,784,128,德语翻译,
1253,343,128,化学操作,
1254,1533,128,装订/烫金,
1255,327,127,动物营养/饲料研发,
1256,1318,126,社会工作者/社工,
1257,1586,126,语音/视频/图形开发工程师,
1258,216,125,保险项目经理/主管,
1259,1736,125,银行经理/主任,
1260,588,125,客户主管/专员,
1261,545,125,夹具工程师/技师,
1262,336,124,化妆师/造型师/服装/道具,
1263,1160,124,物业顾问,
1264,720,124,广告创意,
1265,1062,124,汽车质量管理/检验检测,
1266,598,124,客户服务总监,
1267,185,123,俄语翻译,
1268,1497,123,药品市场推广经理/主管,
1269,731,123,广告客户代表,
1270,1585,123,语音/视频/图形开发,
1271,382,122,医药质检,
1272,75,121,临时,
1273,1043,121,汽车动力系统工程师,
1274,1423,121,网络维修,
1275,1127,121,漆工,
1276,1658,120,运营专员,
1277,1055,120,汽车电工,
1278,1294,120,眼科医生/验光师,
1279,1405,119,网站维护工程师,
1280,733,119,广告客户总监/副总监,
1281,423,119,合规经理,
1282,577,118,实施工程师,
1283,558,118,媒介主管,
1284,723,117,广告创意/设计总监,
1285,19,116,IC验证工程师,
1286,724,116,广告创意/设计经理,
1287,295,116,切割技工,
1288,1220,115,生产研发其他,
1289,1050,115,汽车机构工程师,
1290,1110,115,清算人员,
1291,415,114,可靠度工程师,
1292,930,114,数码直印/菲林输出,
1293,1246,114,电声/音响工程师/技术员,
1294,1147,113,物业机电工程师,
1295,1780,113,面料辅料开发/采购,
1296,101,113,产品主管,
1297,1271,112,电气/电器工程师,
1298,17,112,Flash设计/开发,
1299,787,112,志愿者/社会工作者,
1300,1337,112,签证专员,
1301,880,111,拍卖/担保/典当业务,
1302,401,111,压熨工,
1303,1566,111,记者,
1304,286,111,出版/发行,
1305,1199,111,现场应用工程师（FAE）,
1306,467,110,喷塑工,
1307,1503,110,营业部大堂经理,
1308,425,110,吊车司机/卡车司机,
1309,1419,109,网络推广总监,
1310,677,109,工长,
1311,1314,109,磨工,
1312,178,108,供应链经理,
1313,532,107,大堂副理,
1314,18,107,Helpdesk,
1315,1175,107,特效设计师,
1316,1450,107,美术创意其他,
1317,446,107,品牌主管,
1318,1521,107,行政主厨,
1319,785,107,心理医生,
1320,1068,106,汽车零配件销售,
1321,1850,106,高级物业顾问/物业顾问,
1322,1244,106,电力线路工,
1323,725,106,广告创意/设计经理/主管,
1324,1573,106,证券/投资客户主管,
1325,1109,106,清洁服务人员,
1326,272,106,兼职店员,
1327,281,106,农林牧鱼其他,
1328,1319,105,票务,
1329,1684,104,配音员,
1330,1571,104,设计创作,
1331,1544,104,西班牙语翻译,
1332,1680,103,配置管理工程师,
1333,1575,102,证券/投资客户总监,
1334,152,102,会务/会展经理,
1335,1453,101,美术编辑,
1336,482,101,国际贸易专员,
1337,514,99,基金项目经理,
1338,170,99,作家/撰稿人,
1339,1048,99,汽车工程项目管理,
1340,1231,98,生态治理/规划,
1341,51,98,专柜彩妆顾问(BA),
1342,274,97,兽医,
1343,1129,96,演员/群众演员,
1344,623,96,家政服务/保姆,
1345,1703,96,野外拓展训练师,
1346,1333,95,空调工程/设计,
1347,801,95,情报信息分析人员,
1348,399,95,印花工,
1349,1374,94,续期管理,
1350,912,94,救生员,
1351,1711,94,金融租赁,
1352,1033,94,水质检测员,
1353,176,94,供应链总监,
1354,911,93,故障分析工程师,
1355,409,93,叉车司机,
1356,184,93,促销经理,
1357,251,93,公关主管,
1358,241,93,光源与照明工程,
1359,41,93,UE设计,
1360,574,92,安防工程师,
1361,1471,92,航空乘务,
1362,342,92,化学技术应用,
1363,1855,92,麻醉医生,
1364,879,92,担保业务,
1365,520,91,外汇交易,
1366,1438,91,美容助理,
1367,907,91,放映员,
1368,127,91,人力资源信息系统专员,
1369,1212,90,瓦工,
1370,388,90,医院护理其他,
1371,923,89,数据库管理/DBA,
1372,139,88,仪表工,
1373,1785,88,韩语翻译,
1374,515,88,塑料工程师,
1375,285,88,冲压工程师/技师,
1376,395,88,印刷排版/制版,
1377,673,87,工艺品/珠宝设计鉴定,
1378,1770,87,院长,
1379,1535,87,装配工程师/客户经理,
1380,199,87,保险产品开发/项目策划,
1381,31,86,IT质量管理工程师,
1382,1340,86,管家部经理/主管,
1383,1342,86,管道工,
1384,726,85,广告创意总监,
1385,141,85,企业/业务发展经理,
1386,1309,85,研究生,
1387,293,85,分销专员,
1388,996,84,机械设备经理,
1389,1803,84,预定员,
1390,318,84,前台迎宾,
1391,189,84,保姆/母婴护理,
1392,1100,84,涂料研发工程师,
1393,986,83,机器/仪器其他,
1394,179,83,供应链经理/主管,
1395,280,83,农业技术员,
1396,1634,83,资金经理/主管,
1397,103,83,产品工艺/规划工程师,
1398,1032,82,水泥工,
1399,1049,82,汽车底盘/总装工程师,
1400,915,82,教师,
1401,1014,82,楼宇自动化,
1402,1836,81,首席财务官CFO,
1403,738,81,广告美术指导,
1404,1240,81,电分操作员,
1405,81,80,乘务员,
1406,1465,80,脚本开发工程师,
1407,1338,80,签证业务办理,
1408,1631,80,资产评估/分析,
1409,244,80,公共区域经理,
1410,245,80,公共卫生/疾病控制,
1411,1762,79,锅炉工程师/技师,
1412,937,79,文档工程师,
1413,1671,79,通信研发工程师,
1414,410,78,发动机/总装工程师,
1415,1181,78,玩具设计,
1416,1835,77,首席财务官 CFO,
1417,1291,76,监察人员,
1418,866,76,投资者关系,
1419,1098,76,海关事务管理,
1420,1192,75,环境工程技术,
1421,1557,75,计算机辅助设计工程师,
1422,1517,75,融资经理/总监,
1423,1537,75,装配工艺工程师,
1424,672,74,工艺品/珠宝设计,
1425,212,74,保险精算师,
1426,1611,74,质检/安防其他,
1427,155,74,会务会展经理,
1428,1254,73,电子/电器项目管理,
1429,522,73,外籍教师,
1430,1006,73,标准化工程师,
1431,270,72,养殖部主管,
1432,1831,71,饲料销售,
1433,1258,71,电子元器件工程师,
1434,144,71,企业律师/合规顾问,
1435,707,71,市场通路经理/主管,
1436,276,71,内外饰工程师,
1437,537,71,大学教授,
1438,649,71,川湘菜厨师,
1439,868,70,投资银行财务分析,
1440,629,70,宾客服务经理,
1441,1659,70,运营主管,
1442,1830,70,饲料业务,
1443,894,70,挡车工,
1444,394,70,印刷工,
1445,1627,70,贸易其他,
1446,256,69,公务员/事业单位人员,
1447,156,69,会务经理/主管,
1448,1817,69,食品/饮料检验,
1449,348,68,化工项目管理,
1450,586,68,客户专员,
1451,971,68,服装/纺织/皮革项目管理,
1452,8,68,CTO/CIO,
1453,66,68,中专/职校生,
1454,239,67,光伏系统工程师,
1455,878,67,担保/拍卖/典当,
1456,1682,67,配色技术员,
1457,1183,67,环保/能源其他,
1458,1020,67,模拟电路设计/应用工程师,
1459,1017,66,楼面经理,
1460,626,66,家用电器/数码产品研发,
1461,1038,66,汽车/摩托车工程师,
1462,240,66,光源/照明工程师,
1463,143,65,企业律师/合规经理/主管,
1464,939,65,文编/组稿,
1465,892,65,按摩/足疗,
1466,732,64,广告客户总监,
1467,1245,63,电器研发工程师,
1468,1834,63,首席技术执行官CTO/首席信息官CIO,
1469,498,63,场长(农/林/牧/渔业),
1470,1046,61,汽车安全性能工程师,
1471,1675,61,造型师/服装师/道具师,
1472,1083,61,注塑工程师,
1473,1256,60,电子/电气其他,
1474,815,60,房产评估师,
1475,1717,60,钢筋工,
1476,1035,59,水运/陆运/空运销售,
1477,1670,59,通信电源工程师,
1478,414,59,变压器与磁电工程师,
1479,982,59,服装领班,
1480,477,58,固废处理工程师,
1481,1647,57,轨道交通工程师/技术员,
1482,782,57,微信运营专员,
1483,661,57,工程机械主管,
1484,1526,56,行李员,
1485,1299,55,短视频剪辑,
1486,1001,55,板房/底格出格师,
1487,1473,55,船员,
1488,624,55,家政服务/育婴,
1489,568,55,安全性能工程师,
1490,215,55,保险项目经理,
1491,1764,55,门卫,
1492,118,55,人事信息系统(HRIS)管理,
1493,1281,54,电脑维修,
1494,1856,54,麻醉师,
1495,1274,54,电气线路设计,
1496,1317,54,礼宾经理,
1497,679,53,市场/营销,
1498,487,53,土建勘察,
1499,381,52,医药研发/生产/注册,
1500,1728,52,银行卡/电子银行业务推广,
1501,32,52,IT质量管理经理/主管,
1502,296,52,切纸机操作工,
1503,151,51,会务/会展主管,
1504,869,51,折弯工,
1505,1238,50,电信交换工程师,
1506,546,50,契约管理,
1507,891,50,按摩,
1508,1070,50,油漆/化工涂料研发,
1509,740,50,底盘工程师,
1510,1482,50,艺人助理,
1511,729,49,广告客户主管,
1512,1742,49,销售人员,
1513,1590,48,调色员,
1514,1476,48,船舶工程师,
1515,284,47,冲压工,
1516,1029,47,水工,
1517,1534,46,装订工,
1518,93,46,交通管理员,
1519,33,46,IT项目总监,
1520,943,46,新能源电池工程师,
1521,133,46,代驾,
1522,544,46,夹具工程师,
1523,552,46,娱乐营销策划,
1524,1082,46,注塑工,
1525,1399,45,网店管理员,
1526,800,45,情报信息分析,
1527,791,45,总机员工,
1528,1829,45,饲养员,
1529,1613,45,质量工程师,
1530,898,45,插花设计师,
1531,255,45,公务员,
1532,325,45,动力总成工程师,
1533,1305,45,矿产勘探/地质勘测工程师,
1534,1383,44,绿化工,
1535,1354,44,纺织品设计师,
1536,1705,44,金融/证券/期货/投资,
1537,1196,43,环境管理/园林景区保护,
1538,903,43,收货员,
1539,796,43,总经理助理,
1540,1507,43,葡萄牙语翻译,
1541,1814,43,飞机设计与制造,
1542,1642,42,车身/造型设计,
1543,413,42,发行管理,
1544,476,42,固定资产会计,
1545,71,41,临床推广经理,
1546,734,40,广告客户总监/经理,
1547,1308,40,研发总监/部长/专家,
1548,1730,40,银行客户主管,
1549,1560,40,计量工程师,
1550,478,40,固废工程师,
1551,1484,40,艺人统筹,
1552,1488,39,艺术指导/舞美设计,
1553,332,39,包装工程师,
1554,573,39,安防主管,
1555,1543,39,西点师/面包糕点加工,
1556,449,39,品牌经理/主管,
1557,1362,39,经纪人助理,
1558,1751,38,销售管理,
1559,323,38,办事处首席代表,
1560,221,38,信息技术标准化工程师,
1561,620,38,家政人员,
1562,1269,38,电影营销经理,
1563,1558,37,计算机辅助设计师,
1564,1099,36,海外游计调,
1565,1468,36,舞台美术设计,
1566,628,36,宾客关系主任,
1567,1266,36,电子软件开发,
1568,1024,36,气动工程师,
1569,1791,36,音频/视频工程师/技术员,
1570,1732,36,银行客户总监,
1571,1478,35,船舶设计与制造,
1572,54,35,业务分析专员,
1573,469,35,团购业务经理,
1574,1357,35,线路结构设计,
1575,846,35,打稿机操作员,
1576,302,35,列车驾驶/操作,
1577,941,35,新能源电控工程师,
1578,29,34,IT文档工程师,
1579,1287,34,电镀工,
1580,953,34,无损检测工程师,
1581,798,34,总编/副总编/主编,
1582,1280,34,电脑放码员,
1583,858,34,技术文档工程师,
1584,1582,34,证券经理/总监,
1585,795,34,总经理,
1586,1132,34,火锅炒料,
1587,1846,34,高尔夫球助理,
1588,553,33,娱乐领班,
1589,581,33,宠物护理和美容,
1590,1118,33,游戏原画,
1591,665,33,工程设备管理,
1592,870,33,抛光工,
1593,1004,33,架线和管道工程技术,
1594,497,33,场长,
1595,803,33,意大利语翻译,
1596,1301,32,短视频编导,
1597,1712,32,金融财经,
1598,483,32,国际贸易主管,
1599,124,32,人力资源,
1600,662,32,工程机械经理,
1601,1243,31,电力系统研发工程师,
1602,402,31,压痕工,
1603,204,31,保险契约管理,
1604,40,31,SPA 技师,
1605,246,31,公共卫生/疾病监控,
1606,1530,30,裁床,
1607,516,30,增值产品开发工程师,
1608,310,30,前介工程师,
1609,89,29,互联网营销与管理,
1610,337,29,化学/化工技术总监,
1611,1681,29,配色工,
1612,1840,28,驾校教练,
1613,1302,28,短视频运营,
1614,1565,28,认证工程师/审核员,
1615,1552,28,视频剪辑师,
1616,728,28,广告咨询其他,
1617,1816,27,飞行器设计与制造,
1618,942,27,新能源电机工程师,
1619,519,27,外汇/基金/国债经理人,
1620,1431,27,美发/发型师,
1621,1139,27,烹饪营养,
1622,84,27,云贵菜厨师,
1623,416,27,台球教练,
1624,616,27,宴会管理,
1625,676,26,工装工程师,
1626,1698,26,采购材料/设备管理,
1627,303,26,创意指导/总监,
1628,1487,25,艺术指导/舞台美术设计,
1629,385,25,医药项目招投标管理,
1630,1343,25,粤港菜厨师,
1631,308,25,制药生物其他,
1632,1211,25,瑜伽老师,
1633,1242,25,电力电子研发工程师,
1634,1790,24,音频/视频工程师,
1635,1721,24,钻工,
1636,1674,24,造型师,
1637,776,24,影视表演,
1638,112,24,产科医生,
1639,1479,24,船舶驾驶/操作,
1640,340,23,化学制剂研发,
1641,1085,23,泰语翻译,
1642,1138,23,烫金工,
1643,1807,23,预订经理,
1644,1709,23,金融投资其他,
1645,1663,23,进出口/信用证结算,
1646,1644,23,车辆质量工程师,
1647,194,22,保镖,
1648,73,22,临床研究/协调,
1649,1041,22,汽车制造,
1650,1283,22,电话采编,
1651,1002,22,板房/楦头/底格出格师,
1652,1012,22,核力/火力工程师,
1653,817,22,房务部总监,
1654,1477,22,船舶维修/保养,
1655,1329,22,空乘人员,
1656,1293,22,眼科医生,
1657,1353,22,纸样师/车板师,
1658,1815,21,飞机驾驶/操作,
1659,1080,21,法律其他,
1660,1766,21,阿拉伯语翻译,
1661,268,21,典当业务,
1662,300,21,列车维修/保养,
1663,848,21,执行经纪人,
1664,1133,21,灯光/照明设计工程师,
1665,1812,21,飞机维修/保养,
1666,1289,20,瘦身顾问,
1667,352,20,化验师,
1668,641,20,小龙虾厨师,
1669,1722,20,铆工,
1670,688,20,市场公关其他,
1671,453,20,品酒师,
1672,411,20,发型助理/学徒,
1673,366,20,医疗器械研发/维修,
1674,1300,19,短视频策划,
1675,1583,19,语言学习,
1676,1163,19,物料经理,
1677,1137,19,烫工,
1678,1813,19,飞机维修机械师,
1679,1802,18,项目计划合约专员,
1680,1551,18,视频剪辑助理,
1681,909,18,放映经理/主管,
1682,1637,18,足疗,
1683,786,18,志愿者/义工,
1684,580,17,宠物护理/美容,
1685,1783,17,鞋子设计,
1686,1804,17,预定部主管,
1687,1142,17,熟食加工,
1688,1346,17,系统架构师,
1689,1459,17,考研/公务员培训讲师,
1690,1022,16,橡胶工程师,
1691,62,16,东北菜厨师,
1692,945,16,施工开料工,
1693,105,16,产品策划工程师,
1694,319,15,剪裁工,
1695,630,15,寻呼员/话务员,
1696,1763,15,镗工,
1697,387,15,医院/医疗/护理,
1698,1767,14,附件系统工程师,
1699,417,14,司仪,
1700,1692,14,采购,
1701,959,14,晒版员,
1702,1107,14,混凝土工,
1703,844,14,手缝工,
1704,398,14,印染工,
1705,1587,14,调墨技师,
1706,1774,13,集装箱操作,
1707,1489,13,节目编导,
1708,1053,13,汽车物流,
1709,1676,12,造纸研发,
1710,1739,12,销售,
1711,908,12,放映管理,
1712,644,12,岩土工程师,
1713,1669,12,通信标准化工程师,
1714,1036,12,江浙菜厨师,
1715,232,12,健身房服务,
1716,1481,12,船长/副船长,
1717,566,12,学术研究/科研,
1718,1458,11,翻译其他,
1719,808,11,户外/游戏教练,
1720,1777,11,需求分析师,
1721,931,11,整经工,
1722,1388,11,编辑出版其他,
1723,1334,11,空调维修,
1724,424,11,吊车司机,
1725,1845,11,高尔夫教练,
1726,1789,11,音效设计师,
1727,494,10,地质勘查,
1728,1539,10,裱胶工,
1729,1757,10,销售行政及商务,
1730,1842,10,驾驶教练,
1731,717,10,广告/会展/咨询,
1732,1089,10,洗衣房经理,
1733,783,10,微信运营主管,
1734,1852,10,高级管理,
1735,1811,10,飞机机长/副机长,
1736,881,10,拍卖师,
1737,1434,9,美发店长,
1738,1490,9,节目编导策划,
1739,655,9,工程/机械/能源,
1740,1436,9,美容/美发,
1741,195,9,保险,
1742,1200,8,珠宝/收藏品鉴定,
1743,301,8,列车设计与制造,
1744,1480,8,船长,
1745,21,8,IT-品管、技术支持及其它,
1746,1550,8,视频剪辑专员,
1747,606,8,客服,
1748,500,7,培训,
